trans_num,trans_date_trans_time,cc_num,amt,merchant_lat,merchant_long,category,is_fraud,fist_name,last_name,gender,city,state,job,dob,hour,day,month,day_of_week,is_weekend,is_night,age,age_group,home_lat,home_long,distance_km,distance_km_log,log_amt,trans_count,avg_amount,trans_count_1h,amt_ratio,top_5_percent,dist_bin,category_encoded,gender_encoded
43934a0408b439b1d7fa9ed635035969,2020-12-13 20:32:24,375974680629816,34.85,41.6611,-73.0449,personal_care,0,Roberta,Mccarthy,F,Plymouth,CT,Herpetologist,1973-04-06,20,13,12,6,1,0,53,46-55,41.6160193197026,-72.69606765799257,29.418734830785947,3.4150586959197726,3.5793435670456293,902,63.17750554323725,1.0,0.5516203860905754,0,20-100km,10,0
4baf6c8b722932a2b5a7e2c4558a334d,2020-11-11 03:58:07,3512365128314616,76.17,38.4305,-90.387,grocery_pos,0,Francisco,Kemp,M,Arnold,MO,Land/geomatics surveyor,1985-03-31,3,11,11,2,0,1,41,36-45,38.31725817883598,-92.43424845502646,178.90720992098986,5.192441217535233,4.346010780469512,905,53.97251933701657,1.0,1.4112737544152305,0,100-500km,4,1
6aefcb8234c6c85a65d53ea729c46c9d,2020-09-01 18:35:16,4005676619255478,23.15,30.459,-90.9027,kids_pets,0,William,Perry,M,Denham Springs,LA,Herbalist,1994-05-31,18,1,9,1,0,0,32,26-35,31.026397662500003,-91.89980751875001,114.28475485609965,4.74740519699004,3.184284380098582,1098,59.78054644808743,1.0,0.38724972211659403,0,100-500km,7,1
36c1d68073cfa930012478bb6463c250,2020-06-25 20:48:00,4561546772499,7.88,34.9889,-106.0609,shopping_pos,0,Daniel,Briggs,M,Moriarty,NM,"Therapist, art",1988-08-04,20,25,6,3,0,0,38,36-45,34.70311174855491,-106.12745775722543,32.35344708973476,3.5071611280317883,2.1838015570040787,1096,52.1619799270073,1.0,0.15106788528784476,0,20-100km,12,1
1813fc77d8d96af31101e4f6812cb514,2020-09-29 12:48:58,3583293909206278,2.44,35.0203,-106.5503,misc_pos,0,Deborah,Fisher,F,Kirtland Afb,NM,"Surveyor, land/geomatics",1978-09-30,12,29,9,1,0,0,48,46-55,34.70311174855491,-106.12745775722543,52.27181715479144,3.9754074325076316,1.235471471385307,449,63.24438752783964,1.0,0.038580498529232066,0,20-100km,9,0
69b91221605b7a52ea3393e7d965d9ea,2020-09-29 12:24:41,4836998673805450,24.84,46.0062,-86.2555,home,0,Susan,Hardy,F,Manistique,MI,Trade mark attorney,1979-04-12,12,29,9,1,0,0,47,46-55,43.6606591986456,-84.95836408239278,280.1416513135767,5.638858639520775,3.2519236789144013,1350,95.23932592592593,1.0,0.26081662966955216,0,100-500km,6,0
6b6fc32f7098dc1f3d364ed4e6003ca6,2020-10-20 03:01:20,6506116513503136,31.5,32.2768,-95.3031,grocery_net,0,Kimberly,Rice,F,Tyler,TX,Sports development officer,1984-05-04,3,20,10,1,0,1,42,36-45,31.344505143243243,-97.79874390405406,257.5907029867627,5.555246514364202,3.481240089335692,827,90.29307134220072,1.0,0.34886397739886926,0,100-500km,3,0
ca79ab08460a8700be0234675318c330,2020-12-30 21:08:10,213186334552049,19.83,41.8117,-79.2643,health_fitness,0,Andrea,Perkins,F,Irvine,PA,Chief Marketing Officer,1972-09-13,21,30,12,2,0,0,54,46-55,40.64434130458817,-77.6146051448314,189.42011972587525,5.249232787603673,3.0363942552728806,425,53.89938823529412,1.0,0.36790770079677865,0,100-500km,5,0
4015d77ac599d83f9f5e2f64d58ec899,2020-09-26 05:00:16,4488941175228467,3.72,28.9254,-81.6801,misc_net,0,Jacqueline,Washington,F,Umatilla,FL,Private music teacher,1986-03-31,5,26,9,5,1,0,40,36-45,28.667124602996257,-82.42312767228464,77.89133117387762,4.368071350762047,1.551808799597464,424,83.27240566037736,1.0,0.04467266161580401,0,20-100km,8,0
01dd905a02cb6b56032d89e60351bd0c,2020-06-22 22:25:53,30501624614310,270.78,32.6786,-81.2455,kids_pets,0,Amanda,Smith,F,Scotia,SC,Magazine features editor,1973-05-04,22,22,6,0,0,0,53,46-55,33.956702717232375,-81.04771619295039,143.30174736336195,4.971906574946717,5.6049929154923515,869,53.1741081703107,4.0,5.092328001679351,1,100-500km,7,0
9a86f51cff5073da958b81df2beabf72,2020-09-21 02:33:18,343464013864032,4.96,35.8072,-78.0892,entertainment,0,Jodi,Foster,F,Bailey,NC,Call centre manager,1962-08-13,2,21,9,0,0,1,64,56-65,35.57766945359477,-79.4265751869281,123.44204188419046,4.823840080478797,1.7850704810772584,684,67.30538011695906,1.0,0.07369396014673454,0,100-500km,0,0
7a50cb1834577878b9a8c184bd38c511,2020-10-01 06:47:46,6597888193422452,45.38,33.6751,-98.6576,gas_transport,0,Bill,Lane,M,Holliday,TX,Chief Technology Officer,1964-08-23,6,1,10,3,0,0,62,56-65,31.344505143243243,-97.79874390405406,271.37213179485155,5.607169262855421,3.8368683318273855,859,59.167392316647266,1.0,0.7669765089044146,0,100-500km,2,1
f7caf487bc2b8753370aec8f167af54d,2020-12-05 13:10:45,3567697931646329,3.85,42.247,-73.7552,health_fitness,0,John,Stevens,M,Hudson,NY,Travel agency manager,1998-07-29,13,5,12,5,1,0,28,26-35,42.427090773234205,-75.24457019826518,124.04384587473187,4.8286644427957945,1.5789787049493917,1135,49.91856387665198,2.0,0.07712561622392207,0,100-500km,5,1
8a4c1a61329b90f6c5be03d1dfdf3a5b,2020-07-16 10:56:57,4040099974063068803,128.97,48.3396,-102.24,shopping_pos,0,Jeffrey,Lewis,M,Palermo,ND,Administrator,1983-03-20,10,16,7,3,0,0,43,36-45,47.53847780965148,-99.7048860080429,208.78688672912912,5.346092190334447,4.867303654593497,659,94.49028831562974,1.0,1.3649021745938195,0,100-500km,12,1
06efdd777be2a5b6e1621d65c6d484d6,2020-10-30 09:14:18,4170689372027579,59.13,35.6665,-97.4798,gas_transport,0,Samuel,Frey,M,Edmond,OK,Media buyer,1993-05-10,9,30,10,4,0,0,33,26-35,35.44671726870748,-97.0322923112245,47.28699134486409,3.8771621940485224,4.0965088850514775,1090,61.31516513761468,1.0,0.9643617507559454,0,20-100km,2,1
fa1fc1aa442f910e1805fe3893f62601,2020-12-27 15:11:31,5104807169438134,19.49,40.8295,-72.6473,shopping_net,0,Regina,Johnston,F,Westhampton Beach,NY,Financial trader,1978-07-08,15,27,12,6,1,0,48,46-55,42.427090773234205,-75.24457019826518,279.54307639025427,5.636727283190814,3.0199369622508083,434,97.30050691244239,2.0,0.20030728121014238,0,100-500km,11,0
76e1b96c69a60fc062c3e168910c04fb,2020-10-20 14:55:59,4587657402165341815,63.84,41.0646,-87.5917,entertainment,0,Amber,Lewis,F,Pembroke Township,IL,"Psychotherapist, child",2004-05-08,14,20,10,1,0,0,22,18-25,40.256524168861354,-89.07708718822619,154.1782224814999,5.044574278840977,4.171922696867475,1458,77.91417695473251,1.0,0.8193630799320452,0,100-500km,0,0
8d443d2538b40b7a5be25b02f6d76bf5,2020-07-07 20:42:45,3597926034019603,43.72,35.2229,-89.5518,food_dining,0,Derrick,Flores,M,Oakland,TN,Furniture conservator/restorer,1993-03-23,20,7,7,1,0,0,33,26-35,35.848135421532845,-86.31472552189781,301.0295681107943,5.7105249202338655,3.8004208288468435,413,64.33985472154964,2.0,0.6795166104930085,0,100-500km,1,1
f559000ca8970aa56869e107da1381e5,2020-10-09 20:48:17,3577578023716568,78.37,41.0935,-81.0425,food_dining,0,Debbie,Hughes,F,Diamond,OH,"Engineer, biomedical",1983-08-25,20,9,10,4,0,0,43,36-45,40.37740765923863,-82.66069607428041,157.88673699204796,5.068191602419329,4.374120463102784,897,89.38703455964325,1.0,0.8767490764861188,0,100-500km,1,0
77eba39110645a15e4a39b8894e9f302,2020-11-23 21:41:22,4210078554961359092,93.94,43.921,-122.7806,kids_pets,0,Valerie,Clark,F,Lowell,OR,Systems analyst,1965-11-11,21,23,11,0,0,0,61,56-65,44.386470756544504,-121.92253895811518,85.81908668126455,4.463826490134758,4.553245113123172,644,61.94863354037267,2.0,1.5164176291116764,0,20-100km,7,0
0dd530f459501198970cfc96b4b33bed,2020-07-28 13:02:55,4469777115158234880,4.0,42.728,-71.181,misc_net,0,Gregory,Graham,M,Methuen,MA,Market researcher,1980-11-22,13,28,7,1,0,0,46,46-55,42.22352147945205,-71.5034878258317,62.01769620687993,4.14341557912141,1.6094379124341003,861,59.13039488966318,2.0,0.06764710446233221,0,20-100km,8,1
6205f1a1161866a0f9ad420beeb0b2e0,2020-08-14 18:22:15,3568255211412877,17.63,41.2249,-85.0301,health_fitness,0,Timothy,Gomez,M,Leo,IN,Biomedical engineer,1994-11-24,18,14,8,4,0,0,32,26-35,39.89434858378379,-86.28068133513514,181.79331371034655,5.208356081274213,2.924773184613497,886,66.01836343115124,1.0,0.26704691064306446,0,100-500km,5,1
1b45a58c3e8da7f252e128e304668e16,2020-08-15 16:45:49,5388659976630693,69.53,43.2064,-90.9405,entertainment,0,Charles,Preston,M,Seneca,WI,Quantity surveyor,1962-02-14,16,15,8,5,1,0,64,56-65,44.24151869973545,-89.69812615476191,152.36074177291022,5.032792935533922,4.256038151220088,638,56.2501880877743,1.0,1.2360847556901238,0,100-500km,0,1
a01ea45a5a2b6cf26172320cfcd345dc,2020-11-30 15:40:55,30143535920989,6.83,39.8016,-75.3478,home,0,Lisa,Collins,F,Bridgeport,NJ,"Engineer, control and instrumentation",1980-08-17,15,30,11,0,0,0,46,46-55,40.35091197938144,-74.54491895876288,91.63732469900714,4.528692134942745,2.057962510002712,679,86.37667157584684,2.0,0.07907227582857969,0,20-100km,6,0
de27523d466b21c811a74f9c1949c914,2020-12-14 01:35:22,4220345354880,4.59,42.8223,-83.2829,shopping_pos,0,Patrick,Torres,M,Oxford,MI,Agricultural consultant,1960-01-20,1,14,12,0,0,1,66,65+,43.6606591986456,-84.95836408239278,164.6433415736686,5.109836932185958,1.7209792871670078,643,63.7144634525661,1.0,0.07204015778014274,0,100-500km,12,1
1907d0cc6b77c5566dfb62606ee5c4eb,2020-12-18 07:16:20,4990494243023,3.71,39.6967,-78.8031,misc_net,0,Martin,Ford,M,Corriganville,MD,Energy engineer,1960-12-13,7,18,12,4,0,0,66,65+,39.0301940045977,-76.73754862068965,192.4123371634848,5.264824371902348,1.5496879080283263,856,55.08955607476636,1.0,0.06734488829361536,0,100-500km,8,1
9d50146ceefe82c4681488399eca5bca,2020-10-18 16:48:52,180069253480336,22.38,41.5177,-78.2536,personal_care,0,William,Hunter,M,Emporium,PA,Public affairs consultant,1969-11-01,16,18,10,6,1,0,57,56-65,40.64434130458817,-77.6146051448314,110.90199592357393,4.717623451830604,3.1518809560439225,450,76.05237777777778,1.0,0.29427087822807496,0,100-500km,10,1
404c2145e7c203076b5aa53a093030b7,2020-09-17 21:55:04,4265776278887457,3.18,35.2087,-92.2123,kids_pets,0,Christine,Best,F,Enola,AR,"Physicist, medical",1954-01-05,21,17,9,3,0,0,72,65+,35.13014830578512,-92.34510152066115,14.899871914274623,2.76631105348774,1.430311246536665,886,60.674187358916484,2.0,0.052411085148760174,0,5-20km,7,0
e47643fec57ed00839eb28071b5f5019,2020-12-01 01:15:49,343746486082492,91.33,44.8605,-85.8138,gas_transport,0,Jeffrey,Munoz,M,Cedar,MI,"Social research officer, government",1975-10-11,1,1,12,1,0,1,51,46-55,43.6606591986456,-84.95836408239278,149.7994077356003,5.015950528083387,4.525369115784536,657,60.57077625570776,1.0,1.5078228420655861,0,100-500km,2,1
24a38f22198f9fcfe012c5a4e85a80dd,2020-10-02 19:30:08,4957924165498,88.71,39.6171,-102.4776,travel,0,Alan,Parsons,M,Kirk,CO,Network engineer,1955-12-04,19,2,10,4,0,0,71,65+,39.1505709804401,-105.41923591198045,258.070173933578,5.5570989668299156,4.496582245571192,426,72.18117370892018,1.0,1.228990821869071,0,100-500km,13,1
1609e2ccdb9fb3484e3e42f1cd01439e,2020-08-20 04:57:09,4328928491302401,229.49,42.9373,-87.9943,grocery_pos,0,Margaret,Ray,F,Greendale,WI,Logistics and distribution manager,1981-05-06,4,20,8,3,0,1,45,36-45,44.24151869973545,-89.69812615476191,199.64497981523556,5.301537076789841,5.440207477547653,646,83.10233746130031,1.0,2.76153483777602,1,100-500km,4,0
54b6712c4f9404475ca5b60a3fa933c5,2020-12-25 02:59:25,676281772837,78.22,30.8836,-84.3246,grocery_pos,0,Alicia,Bishop,F,Whigham,GA,"Editor, commissioning",1950-03-25,2,25,12,4,0,1,76,65+,32.92380187716535,-83.6176606503937,236.4694684694245,5.470039061397997,4.372228792193771,671,69.60125186289122,1.0,1.1238303608976317,0,100-500km,4,0
49d482564ffed1bb8fbfafc0ff7c1d0e,2020-07-04 20:35:22,4584931703207308232,74.53,32.8463,-96.6972,health_fitness,0,Amanda,Gomez,F,Dallas,TX,"Designer, ceramics/pottery",1975-04-16,20,4,7,5,1,0,51,46-55,31.344505143243243,-97.79874390405406,196.60172270962005,5.286253503441857,4.324529928325356,639,79.30295774647888,1.0,0.9398136225670498,0,100-500km,5,0
b3fa1dd19452f8d5962243ae1d8c1ef1,2020-07-02 23:10:25,4951647200979051,46.04,37.9943,-88.9417,personal_care,0,Kimberly,Miller,F,Logan,IL,"Scientist, research (physical sciences)",1976-06-15,23,2,7,3,0,0,50,46-55,40.256524168861354,-89.07708718822619,251.81870395032425,5.532672646681059,3.8509983035903717,871,51.89861079219288,1.0,0.8871143041641069,0,100-500km,10,0
56070fdaac56e86a3cd5967e8867782e,2020-08-17 12:06:08,4939976756738216,86.34,26.4215,-99.0025,home,0,Michelle,Johnston,F,Roma,TX,IT trainer,1990-11-07,12,17,8,0,0,0,36,36-45,31.344505143243243,-97.79874390405406,559.8045247044159,6.329372403990998,4.469808548057415,1324,78.7951586102719,1.0,1.0957526010835967,0,500km+,6,0
a636ed54eb3c6ba88498b34c1d43ef24,2020-11-09 15:23:14,213178765398315,8.09,43.0351,-108.2024,shopping_pos,0,Alan,Colon,M,Riverton,WY,"Lecturer, higher education",1993-09-11,15,9,11,0,0,0,33,26-35,42.950540267045454,-107.41196013636363,64.97201591012443,4.18923065075068,2.2071749081893874,920,64.13625,1.0,0.1261377146309614,0,20-100km,12,1
350b118636d95574bf217f78c84a8d6b,2020-08-23 06:40:11,6011934240159560,119.11,44.2541,-68.5565,grocery_pos,0,Joshua,Cohen,M,Brooklin,ME,"Loss adjuster, chartered",1974-11-02,6,23,8,6,1,0,52,46-55,44.58624098481562,-69.40102242299349,76.56614440584882,4.351131048560084,4.788407989566399,453,88.83984547461368,2.0,1.3407272307113156,0,20-100km,4,1
c44ab239af37d76326666ddda7f3d32c,2020-11-06 04:44:40,3599237318576484,82.29,36.8421,-85.5396,gas_transport,0,Jessica,Smith,F,Dubre,KY,Insurance risk surveyor,1932-11-19,4,6,11,4,0,1,94,65+,37.52955333748443,-84.75923860647572,103.0630937257591,4.644997385631247,4.42232849394725,413,67.15084745762712,1.0,1.2254499103965268,0,100-500km,2,0
51aafa023d5f74c406502e02bc49a3ca,2020-12-25 12:50:02,180067784565096,6.4,42.9385,-88.395,travel,0,Mary,Juarez,F,North Prairie,WI,Applications developer,1942-01-06,12,25,12,4,0,0,84,65+,44.24151869973545,-89.69812615476191,178.90078966396518,5.192405530407472,2.0014800002101243,846,58.784669030732864,1.0,0.10887192367544087,0,100-500km,13,0
14e0c2754a0765cf041dcc6d8a17a6ea,2020-12-10 03:47:59,4653879239169997,65.47,37.0581,-86.1938,gas_transport,0,Monica,Tucker,F,Smiths Grove,KY,"Therapist, sports",1999-06-06,3,10,12,3,0,1,27,26-35,37.52955333748443,-84.75923860647572,137.3008766383143,4.929431577322455,4.19675071805349,1083,57.31138504155125,1.0,1.1423559202509883,0,100-500km,2,0
c1c155f8668fe81c1b92ae7832e86c4e,2020-10-27 03:00:51,3501509250702469,55.08,26.1184,-81.7361,grocery_pos,0,Frank,Anderson,M,Naples,FL,"Programme researcher, broadcasting/film/video",1979-01-02,3,27,10,1,0,1,47,46-55,28.667124602996257,-82.42312767228464,291.40661692884373,5.678145357335183,4.0267792427263345,850,74.14085882352941,1.0,0.7429101965368623,0,100-500km,4,1
a28817e71a2cdaa58949b6479f8307b7,2020-07-25 12:39:18,4642255475285942,54.12,38.9999,-109.615,entertainment,0,Sabrina,Johnson,F,Thompson,UT,"Surveyor, minerals",1987-04-23,12,25,7,5,1,0,39,36-45,39.631226228,-111.804298944,200.99148571090123,5.308225546566837,4.009512626705403,1346,55.45825408618128,1.0,0.9758691630626948,0,100-500km,0,0
761bc5c3cacbd956ce7fd287883af485,2020-08-15 18:41:12,3553629419254918,9.47,48.34,-122.3456,shopping_pos,0,Sharon,Johnson,F,Conway,WA,"Research officer, political party",1984-09-01,18,15,8,5,1,0,42,36-45,47.33072363157895,-121.02094046356275,149.5640971461489,5.014388888180339,2.3485140248824456,1293,48.616403712296986,2.0,0.1947902205198421,0,100-500km,12,0
22a02e1b004f1bb913cd7a4930e1e164,2020-10-05 02:54:36,6011252220172077,43.65,42.9782,-96.0173,gas_transport,0,Melvin,Wright,M,Alton,IA,"Engineer, land",2001-12-19,2,5,10,0,0,1,25,18-25,42.04852558315565,-93.35754299466952,241.25649290292117,5.489997052900534,3.798854307322508,466,73.76609442060087,1.0,0.5917352727272727,0,100-500km,2,1
7f3a28a5ea29d45c733b6c27aa4c811a,2020-12-08 13:50:07,3521417320836166,163.02,39.849,-86.272,entertainment,0,Angela,Hodges,F,Indianapolis,IN,Firefighter,1975-11-30,13,8,12,1,0,0,51,46-55,39.89434858378379,-86.28068133513514,5.096667160738484,1.8077422547743252,5.099988371608265,1339,85.60988050784168,3.0,1.9042194549619507,0,5-20km,0,0
9591caadb12370950677231b32f2d5cd,2020-08-03 11:03:49,4908846471916297,35.71,32.2779,-97.2351,grocery_net,0,Lauren,Torres,F,Grandview,TX,"Radiographer, therapeutic",1992-07-24,11,3,8,0,0,0,34,26-35,31.344505143243243,-97.79874390405406,116.65588797018276,4.767764160416479,3.603049197508743,1336,89.49630239520958,1.0,0.3990108981520496,0,100-500km,3,0
eeb4d656a8d74bdbcc28dbdfd80475ed,2020-10-13 10:18:02,4410582919485061752,58.13,32.3697,-81.3618,misc_net,0,David,Cole,M,Springfield,GA,"Therapist, occupational",1969-03-02,10,13,10,1,0,0,57,56-65,32.92380187716535,-83.6176606503937,220.00836356733691,5.398200544997774,4.079738409832738,447,70.28205816554811,1.0,0.8270958693764466,0,100-500km,8,1
b0c1aebac8d0308efd9821f03ba79d3e,2020-10-27 11:52:27,4939976756738216,1.02,26.4215,-99.0025,misc_net,0,Michelle,Johnston,F,Roma,TX,IT trainer,1990-11-07,11,27,10,1,0,0,36,36-45,31.344505143243243,-97.79874390405406,559.8045247044159,6.329372403990998,0.7030975114131134,1324,78.7951586102719,1.0,0.012944957761237767,0,500km+,8,0
febc137dc7e379909c60856901b86568,2020-12-23 18:38:41,30030380240193,50.18,30.2816,-99.241,kids_pets,0,William,Jenkins,M,Harper,TX,"Pharmacist, community",1993-11-17,18,23,12,2,0,0,33,26-35,31.344505143243243,-97.79874390405406,181.48848639635654,5.206687082793257,3.935348830731643,900,95.29965555555556,1.0,0.5265496470839524,0,100-500km,7,1
ce9ec1073f60088f48bf040b372c6618,2020-12-13 01:28:02,4839043708100390,43.28,41.1826,-92.3097,gas_transport,0,Meredith,Campbell,F,Hedrick,IA,Geochemist,1999-06-28,1,13,12,6,1,1,27,26-35,42.04852558315565,-93.35754299466952,129.83996211728845,4.873974913135507,3.790533107840436,467,67.24327623126338,1.0,0.6436331247625596,0,100-500km,2,0
6e9fe6195491c0957c52eb0f0fa24a98,2020-12-20 23:33:42,4424338559877976,22.48,40.813,-83.4196,kids_pets,0,Denise,Barnett,F,Kirby,OH,Private music teacher,1957-11-12,23,20,12,6,1,0,69,65+,40.37740765923863,-82.66069607428041,80.32274624439596,4.398425759026077,3.1561489949598958,909,58.89838283828382,1.0,0.38167431628340137,0,20-100km,7,0
beda5f88bd8481da361952bc271fa65d,2020-07-06 08:52:00,4908846471916297,74.44,32.2779,-97.2351,gas_transport,0,Lauren,Torres,F,Grandview,TX,"Radiographer, therapeutic",1992-07-24,8,6,7,0,0,0,34,26-35,31.344505143243243,-97.79874390405406,116.65588797018276,4.767764160416479,4.323337638325202,1336,89.49630239520958,1.0,0.8317662071811417,0,100-500km,2,0
634a45ba6de5a65ea50cb3da63dbe171,2020-08-28 13:01:04,30407675418785,8.7,42.1939,-76.7361,shopping_pos,0,Danielle,Evans,F,Breesport,NY,Psychotherapist,1991-10-13,13,28,8,4,0,0,35,26-35,42.427090773234205,-75.24457019826518,125.35694919972184,4.839110831923853,2.272125885509337,873,54.966964490263464,1.0,0.15827688650227478,0,100-500km,12,0
aa408975df5e52bdf9a7d9fc3bbf4914,2020-10-12 20:42:51,3590736522064285,72.4,34.5091,-92.4828,shopping_net,0,Kimberly,Gonzalez,F,Bauxite,AR,"Scientist, audiological",1975-12-20,20,12,10,0,0,0,51,46-55,35.13014830578512,-92.34510152066115,70.19206956831754,4.265381429746992,4.29592393562047,1291,94.03936483346244,1.0,0.7698903552593711,0,20-100km,11,0
